road_id,latitude,longitude,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,temperature,humidity,traffic_level,average_speed,road_condition,road_age,maintenance_score,slope,elevation,river_distance,historical_incidents,incident_count_7d,incident_count_30d,previous_disruptions,disruption
NH37_003,29.137466,91.709073,15.94,28.96,47.79,71.32,24.5,88.8,0.154,51.7,0.3369,27.6,0.2386,23.01,3084.2,0.56,7,3,5,1,1
NH37_004,29.219998,90.208255,2.38,4.85,8.75,16.04,23.4,89.2,0.3175,45.2,0.7346,6.6,0.7671,1.95,3248.5,2.488,5,3,9,1,0
NH13_004,28.22329,96.977468,0.89,2.22,3.27,4.82,29.3,75.6,0.7299,29.6,0.7021,18.8,0.3208,2.88,1853.2,0.66,3,1,4,2,0
NH13_009,25.124368,94.503847,10.1,29.23,32.7,49.07,33.3,61.3,0.4562,47.1,0.2937,4.6,0.917,9.5,3080.9,0.415,1,0,8,1,1
NH13_008,25.069474,96.425725,5.57,7.3,12.63,21.22,22.1,84.0,0.3876,42.7,0.2179,16.4,0.4254,8.13,2024.4,3.417,4,0,8,3,1
NH37_005,28.838743,91.939224,8.08,13.45,27.01,36.32,19.0,96.6,0.2834,54.2,0.5262,19.5,0.397,10.37,2339.6,1.56,2,3,9,0,0
NH13_010,24.780538,91.840592,0.07,0.2,0.3,0.55,20.8,88.0,0.7671,30.3,0.4766,2.9,0.8914,1.37,1461.6,1.645,4,1,3,1,0
NH37_003,27.212756,92.28554,2.27,5.6,6.48,11.95,20.6,76.1,0.0818,57.8,0.5805,27.9,0.211,3.54,258.2,0.647,3,2,1,0,0
NH27_002,26.080384,91.478994,14.1,31.64,50.75,88.62,18.5,71.1,0.169,57.3,0.4015,25.6,0.2974,3.44,771.3,3.072,3,0,3,0,0
NH27_004,25.661061,93.534374,3.21,9.05,11.75,15.46,13.0,65.5,0.4585,41.9,0.7393,22.7,0.4496,1.7,3153.2,0.462,6,2,5,2,0
NH13_006,27.725601,96.90906,5.41,14.18,15.32,27.87,13.9,90.4,0.4073,44.6,0.7823,6.2,0.9384,5.17,104.6,1.663,2,2,5,2,0
SH02_001,29.27763,96.445683,0.81,3.79,5.77,7.78,26.1,69.3,0.355,51.8,0.586,12.4,0.6156,2.75,1802.2,0.099,7,0,3,2,0
NH13_005,28.276986,93.512273,1.21,2.58,6.28,8.57,26.5,95.6,0.3617,39.8,0.4012,24.3,0.4044,18.57,1066.7,10.376,4,1,4,3,1
NH13_001,26.673894,92.385471,12.21,23.22,35.95,52.64,24.0,74.3,0.6198,37.7,0.7395,8.1,0.7946,7.31,2176.5,1.771,3,0,2,1,1
NH13_002,26.423913,94.409996,0.6,1.57,1.85,2.89,20.5,97.0,0.4441,54.0,0.5388,23.1,0.3157,10.51,3173.4,0.779,0,0,1,1,0
NH13_007,28.992153,94.414388,0.28,1.14,1.53,2.52,19.0,91.6,0.7406,28.0,0.4943,15.5,0.4929,2.34,1820.5,5.019,1,1,7,0,0
SH01_002,27.179589,94.964983,0.83,1.97,2.14,3.78,13.8,54.9,0.554,42.8,0.8283,21.0,0.439,0.93,1925.4,2.506,4,2,3,1,0
NH13_007,26.731515,93.82412,1.53,3.85,5.41,7.64,18.1,58.6,0.4108,39.5,0.3478,29.4,0.1517,11.77,136.8,0.432,7,0,4,1,0
NH27_001,27.755597,89.906016,0.1,0.45,0.5,0.78,17.6,46.3,0.2983,48.7,0.3619,26.4,0.1439,2.61,3036.8,2.161,2,2,2,2,0
NH15_003,25.304346,90.285558,2.06,8.43,11.97,20.56,13.5,34.7,0.7422,26.2,0.7337,13.2,0.345,8.84,2831.3,1.266,3,2,4,4,0
NH13_002,24.350545,97.198067,0.98,3.22,3.51,5.87,23.3,72.7,0.1525,60.5,0.1166,4.9,1.0,29.99,2061.5,1.814,4,1,4,2,1
NH15_004,28.703113,95.446012,6.25,9.23,13.23,24.41,17.6,58.8,0.5081,42.2,0.6138,24.8,0.1,8.61,2488.2,4.443,1,0,2,0,0
NH13_001,27.339939,97.001501,0.05,0.18,0.2,0.38,22.2,92.6,0.3748,34.6,0.5976,21.8,0.5538,0.33,141.1,0.061,6,1,6,1,0
NH15_005,24.906824,92.314347,7.09,11.91,15.5,24.55,13.1,60.6,0.3378,47.6,0.511,27.8,0.2651,1.62,457.5,0.221,4,3,5,3,0
NH37_002,25.639264,93.819111,10.01,20.78,38.07,48.02,25.5,94.4,0.3459,47.1,0.6581,13.1,0.581,11.15,1089.3,0.745,9,1,4,0,0
NH37_001,29.444634,92.17903,3.44,4.52,10.69,13.65,24.6,51.0,0.529,40.9,0.5227,12.4,0.7738,43.45,793.2,4.673,2,1,1,1,0
NH13_009,27.48933,96.6988,2.28,3.32,4.17,7.71,18.9,81.3,0.6473,43.1,0.4607,22.2,0.5201,2.68,1789.4,5.386,3,0,2,0,0
NH27_003,27.498617,91.915547,3.78,8.91,16.51,24.81,30.2,82.4,0.7409,26.8,0.5929,10.7,0.8218,38.8,2790.6,5.628,2,0,3,2,0
NH37_003,24.3969,95.042347,9.49,19.55,26.48,43.82,21.5,90.0,0.4283,44.8,0.7052,11.1,0.6065,7.53,1343.4,2.746,1,0,6,2,0
NH13_008,29.329455,91.047928,2.58,4.7,10.68,15.37,22.8,81.0,0.0995,42.6,0.5958,1.6,0.9738,17.41,2661.6,6.701,3,0,4,3,0
NH15_004,28.910306,90.510436,1.99,7.59,8.67,17.06,12.6,57.5,0.4138,50.0,0.7643,20.5,0.3297,9.16,595.9,3.597,1,1,5,1,0
NH13_004,27.012803,90.898386,19.45,31.06,49.84,75.17,17.3,88.9,0.7988,20.1,0.8786,27.0,0.2889,4.2,1986.9,1.863,6,1,6,0,0
SH02_001,25.701639,93.776806,2.2,6.52,13.69,21.45,18.1,83.0,0.351,41.6,0.4962,29.2,0.1475,1.32,1866.8,0.259,4,2,2,1,0
NH27_003,27.839304,96.202966,0.66,1.17,1.61,2.41,26.7,93.0,0.6772,32.9,0.7093,8.7,0.7201,0.0,1119.6,1.815,2,3,3,3,0
NH13_009,28.583559,97.394454,11.27,17.14,23.75,43.52,27.8,52.5,0.655,36.1,0.7879,13.7,0.4738,0.03,2737.6,0.225,3,1,6,1,0
NH27_001,28.323668,94.494659,1.41,2.95,4.26,6.21,18.6,57.6,0.1181,50.3,0.249,2.8,0.9963,12.78,2459.3,1.825,2,2,3,2,0
NH27_001,29.373761,93.808747,1.69,4.38,4.56,7.74,23.0,88.3,0.1599,62.0,0.4759,5.8,1.0,11.93,718.0,3.172,3,2,3,1,0
NH37_004,27.502705,95.758996,2.31,4.8,5.6,8.58,27.1,76.7,0.2713,48.0,0.5385,29.2,0.2051,6.67,864.7,3.022,2,0,3,0,0
NH13_002,25.76674,90.19083,3.19,12.94,21.82,28.69,20.0,77.7,0.2552,55.8,0.3958,14.6,0.6142,15.22,2914.9,6.351,1,0,4,2,0
SH01_002,26.738602,95.932359,21.14,37.73,45.15,85.49,13.2,63.9,0.34,41.6,0.5796,16.9,0.5785,9.14,930.2,2.972,2,0,7,0,1
SH02_002,28.489744,95.539522,1.04,3.52,4.73,7.65,26.3,91.5,0.2776,64.4,0.8207,10.8,0.9229,7.64,2864.0,2.303,6,0,5,3,0
SH03_001,25.459384,93.77747,8.68,34.79,55.43,83.41,24.5,94.0,0.7493,29.8,0.1906,2.4,1.0,8.76,3431.1,1.641,5,2,6,1,0
SH03_001,25.272745,89.877,1.51,3.61,5.8,9.3,23.7,70.8,0.3872,44.3,0.6259,20.8,0.475,19.84,61.8,4.254,4,1,2,3,0
SH02_001,27.98659,91.256917,8.7,18.27,33.88,52.62,27.8,26.8,0.1627,55.5,0.2672,10.5,0.6257,2.24,344.9,1.318,4,0,3,1,0
NH27_003,26.444351,92.546787,1.35,5.6,6.99,9.76,28.3,76.0,0.1285,53.9,0.3231,6.5,0.732,18.14,305.1,1.556,1,2,2,3,1
NH13_002,28.491137,96.947411,0.9,1.18,2.6,3.71,25.7,40.2,0.1344,59.2,0.5012,25.5,0.3068,8.13,3083.2,2.912,5,1,4,2,0
NH15_004,24.79026,94.616364,23.07,43.97,70.08,108.96,15.0,85.1,0.4009,45.0,0.8811,22.0,0.4851,6.71,960.9,8.794,4,0,6,1,0
NH13_008,25.846331,93.627713,0.92,1.14,1.87,3.24,12.9,59.8,0.3172,45.3,0.7592,5.1,0.898,32.99,1173.5,0.387,3,1,2,5,0
NH13_007,25.474549,93.460883,0.75,0.94,1.71,2.95,24.1,40.2,0.2935,47.7,0.2973,17.1,0.602,8.21,1135.7,3.363,4,0,4,3,0
NH27_005,27.838275,95.705813,0.34,0.45,0.93,1.27,22.4,31.1,0.1191,51.6,0.6893,3.0,0.9822,13.23,3244.2,7.454,3,3,2,0,0
NH27_005,28.176311,92.191953,12.22,19.03,27.67,43.56,22.8,72.0,0.3646,44.0,0.3557,18.8,0.2816,35.69,1133.5,0.773,3,0,4,4,1
NH37_001,26.508015,90.427841,15.84,28.36,36.31,60.63,32.1,57.8,0.3535,33.5,0.5431,5.3,0.71,11.53,692.0,2.441,4,1,3,1,0
NH27_003,26.629162,94.913233,1.54,7.08,8.79,12.46,27.5,74.5,0.3603,38.3,0.5786,3.5,0.7641,6.62,3367.6,0.441,2,1,3,2,0
NH13_004,24.726175,92.233423,0.26,0.94,1.21,1.86,20.9,75.6,0.441,42.5,0.2413,7.4,0.7044,26.33,1129.8,2.767,3,0,2,0,0
NH13_007,27.860055,92.207065,1.32,3.96,4.63,7.32,17.6,54.7,0.3806,44.4,0.6537,25.9,0.3698,11.69,941.7,1.427,3,1,3,0,0
SH01_001,29.457747,93.201307,0.8,2.25,2.62,4.84,25.9,91.6,0.2917,55.2,0.7102,28.7,0.1217,13.18,2187.8,0.115,2,3,6,4,0
NH15_004,28.27857,91.569052,0.48,0.63,1.34,1.75,24.8,82.9,0.6787,37.2,0.8418,3.5,0.8615,4.37,1694.4,8.155,2,1,3,1,0
NH37_002,25.227118,96.797109,0.76,2.07,2.79,3.73,20.7,81.5,0.6751,34.9,0.3461,18.1,0.4627,8.53,1561.4,1.763,2,4,4,0,0
NH15_004,27.427175,96.221672,4.13,6.64,11.27,15.0,5.6,58.8,0.3608,42.0,0.3723,17.2,0.5219,7.46,467.2,0.96,2,0,0,1,0
NH13_007,25.622262,97.33138,0.56,1.68,1.76,3.17,16.2,88.4,0.3577,48.7,0.8252,19.5,0.3914,3.27,2817.2,1.867,1,2,4,1,0
NH27_005,24.165971,97.127026,3.13,3.36,7.24,11.12,27.1,81.3,0.3033,45.3,0.7406,27.2,0.1769,13.27,2799.5,0.05,4,0,4,1,1
NH27_003,24.989026,92.121306,0.07,0.27,0.48,0.61,14.2,48.7,0.1459,53.3,0.3109,8.7,0.8375,2.14,235.9,4.436,3,1,4,1,1
NH27_001,24.564265,92.630604,14.66,31.15,60.36,77.54,25.5,60.7,0.328,36.4,0.726,6.8,0.7958,39.13,504.8,9.325,4,1,7,1,0
NH15_001,25.077629,95.076587,1.2,1.66,2.19,4.27,24.7,29.9,0.7421,30.9,0.8204,12.6,0.6086,48.19,2590.2,7.81,1,2,1,1,0
NH37_005,28.375824,89.822013,4.75,12.55,12.54,24.99,16.1,47.3,0.4271,42.3,0.5386,8.1,0.7809,30.47,1387.9,2.436,3,0,3,2,0
SH02_002,25.610577,97.352944,2.37,5.27,6.29,9.62,27.4,47.2,0.6194,36.8,0.6622,12.9,0.7012,8.21,1470.0,5.144,3,2,4,4,0
NH37_005,28.16372,89.783492,2.24,7.26,7.32,12.98,21.5,80.5,0.2904,48.0,0.6456,7.5,0.9124,4.32,3323.4,2.954,1,2,4,3,0
NH15_005,29.218744,93.792442,0.4,0.82,0.85,1.51,21.1,60.1,0.3246,38.1,0.7582,20.1,0.4135,34.19,3347.8,1.161,5,2,5,1,0
NH13_009,27.158502,94.848992,0.58,1.38,1.63,2.55,15.1,80.5,0.376,49.0,0.3123,26.4,0.2981,27.85,2855.2,0.05,1,0,5,1,0
NH37_001,26.669749,96.738927,0.69,1.45,1.35,2.63,29.8,52.0,0.3559,46.2,0.6976,24.4,0.2349,8.07,3180.0,3.521,4,0,3,1,0
NH15_002,28.125699,94.65985,1.59,3.89,5.37,7.66,14.8,90.9,0.4959,46.4,0.6903,13.9,0.5015,13.22,961.6,4.436,1,0,1,2,0
NH37_004,24.533996,94.29666,10.76,24.98,28.63,47.31,14.8,61.0,0.737,19.4,0.6118,12.1,0.635,10.88,1516.0,0.748,5,3,5,4,0
NH13_002,26.355166,92.012767,2.79,4.96,7.07,13.55,22.8,38.9,0.4907,39.1,0.6782,14.0,0.6187,3.19,3404.3,13.407,4,3,2,0,0
NH13_006,26.743535,94.250095,0.45,1.23,1.58,2.09,16.1,84.6,0.2885,54.5,0.874,15.0,0.6761,27.11,2921.4,4.575,5,1,3,2,0
NH27_004,28.570782,95.472702,1.99,3.77,5.49,8.35,34.4,46.3,0.0755,49.9,0.4231,8.8,0.8792,4.13,715.2,3.795,2,1,5,2,0
NH15_002,28.478197,93.670056,0.82,2.5,5.11,6.6,16.1,71.4,0.5067,45.2,0.3107,1.1,0.9805,3.96,2143.2,0.532,2,0,5,2,0
NH15_003,28.665459,95.703192,1.15,1.97,2.27,4.52,26.8,75.0,0.1889,58.9,0.4436,9.5,0.7291,11.54,710.8,7.22,1,1,3,2,0
NH37_002,27.838301,90.23602,1.24,3.96,4.88,7.23,31.9,64.4,0.3925,46.9,0.7443,6.0,0.8517,18.04,1029.2,0.226,4,2,8,1,0
NH15_004,26.918057,92.282406,2.21,10.93,13.8,21.52,26.3,55.0,0.0264,54.8,0.5117,6.5,0.7646,12.75,3141.6,2.5,2,3,5,2,0
NH27_003,28.553336,97.090567,0.62,0.93,2.11,2.7,17.5,70.6,0.5082,35.0,0.7075,19.6,0.3966,13.88,2584.2,2.531,4,0,7,0,0
NH13_008,28.803053,92.190522,1.01,1.96,2.52,4.55,24.1,77.0,0.0929,56.9,0.8191,17.8,0.5522,4.8,2644.5,3.577,4,0,9,2,0
NH27_003,26.642665,94.488286,7.16,15.39,19.4,29.22,30.1,25.6,0.4617,45.5,0.7686,18.3,0.5452,10.51,1324.0,2.858,2,2,6,1,0
NH13_007,29.42114,93.703113,4.27,7.24,7.86,14.25,13.0,71.7,0.2889,58.6,0.7487,29.3,0.1639,5.01,812.0,1.912,4,1,3,2,0
NH15_002,28.8115,96.912005,8.52,15.81,33.56,44.29,28.6,94.9,0.2586,52.6,0.4675,28.6,0.2986,4.36,2042.7,2.62,1,1,2,2,0
NH37_003,26.807583,90.953343,16.25,28.84,33.12,55.16,24.9,93.4,0.6197,31.1,0.6202,6.9,0.8148,9.0,1808.3,3.041,5,1,3,3,1
SH01_002,24.381082,92.005288,0.24,0.55,0.7,1.1,33.3,49.1,0.1469,60.6,0.309,6.8,0.7613,0.29,200.6,6.59,3,1,1,0,0
NH13_007,25.234706,96.340305,1.9,4.13,7.81,11.06,24.6,91.7,0.4269,52.0,0.7645,4.9,0.873,3.39,1454.2,1.802,0,2,4,3,0
NH37_003,28.270192,94.82976,0.85,1.42,2.11,3.63,22.9,58.7,0.2971,50.3,0.5972,17.5,0.6718,46.4,1090.2,1.039,5,3,7,2,0
NH13_002,24.611348,93.88148,0.19,0.59,0.74,1.38,26.1,77.9,0.8344,29.9,0.6715,8.8,0.7267,51.37,580.5,8.043,1,0,4,2,0
NH13_003,26.5839,92.740733,0.72,1.23,1.55,2.45,14.6,50.7,0.5406,43.0,0.6566,27.5,0.1934,15.27,1505.8,0.777,3,2,4,3,0
NH27_004,27.326687,92.867129,0.91,2.84,2.96,4.85,17.1,61.5,0.4156,29.0,0.7376,25.3,0.236,1.55,3258.2,0.386,1,0,5,2,0
NH27_002,28.830908,96.898905,0.5,2.93,2.97,4.89,22.4,90.8,0.3302,47.8,0.7814,28.7,0.1582,3.29,341.3,5.705,4,0,3,2,0
NH15_002,28.659126,94.867282,0.73,1.6,1.59,3.16,18.9,75.5,0.1466,53.0,0.8421,22.5,0.3389,8.44,1958.8,6.714,5,1,4,0,0
NH37_004,28.203529,96.854058,0.9,3.07,5.32,7.25,18.3,63.7,0.4962,35.1,0.8673,23.0,0.3665,7.62,253.3,0.457,2,0,4,3,0
NH15_002,26.242318,97.185833,26.75,72.79,163.94,227.08,34.2,43.4,0.3975,46.4,0.8715,26.2,0.2965,1.52,3478.8,4.516,3,2,1,1,0
NH13_009,24.782371,93.911962,0.07,0.32,0.47,0.66,32.8,67.1,0.6722,35.1,0.4559,14.9,0.5837,8.72,751.3,3.248,4,1,5,2,0
NH15_003,27.683071,94.396145,10.04,16.14,22.63,36.31,6.8,93.8,0.1431,56.5,0.8184,10.3,0.8465,0.68,2458.5,2.028,5,1,1,4,0
NH13_010,24.997087,94.75401,0.77,3.61,4.67,7.2,22.2,86.0,0.6474,36.4,0.7608,7.9,0.6812,4.22,3108.0,3.677,3,1,7,1,0
NH27_005,27.08723,96.161601,0.83,2.36,2.8,4.0,14.8,81.3,0.783,31.6,0.9025,28.7,0.2545,3.8,2502.8,3.193,2,1,5,0,0
NH15_003,29.39373,94.774852,0.09,0.15,0.34,0.44,28.9,50.6,0.1725,55.1,0.3753,27.6,0.2934,12.43,162.9,3.977,0,1,2,1,0
NH13_010,27.026704,90.582785,6.07,8.84,12.57,21.5,23.3,89.4,0.6194,34.6,0.6034,6.0,1.0,10.19,2305.7,1.061,4,2,2,3,0
NH37_002,27.550563,96.956712,0.28,0.46,0.71,0.98,30.8,41.9,0.6601,28.3,0.6574,21.0,0.5419,2.93,1066.3,13.43,1,0,1,1,0
NH27_003,27.726665,94.789195,6.69,9.54,16.12,23.55,16.8,39.7,0.3945,57.4,0.5204,29.7,0.2613,18.15,1739.3,0.516,3,0,3,2,0
NH13_009,28.567136,96.398363,15.23,29.85,58.41,84.59,16.3,56.2,0.4337,48.0,0.6245,5.7,0.7293,6.43,2686.0,0.617,2,0,8,2,0
SH02_002,26.392394,92.970481,0.24,0.59,0.65,1.23,20.7,76.5,0.5903,41.2,0.7703,15.7,0.6312,2.81,1492.8,4.088,5,1,4,3,0
NH15_004,26.736304,93.355316,10.06,11.83,27.66,37.93,18.4,72.9,0.4342,45.2,0.6201,11.7,0.5523,4.17,605.6,8.388,3,0,5,0,1
NH37_005,24.967846,95.004194,0.95,3.16,4.77,7.66,21.4,52.6,0.1774,57.9,0.2782,10.4,0.5729,0.87,2319.2,1.58,5,3,6,1,0
SH02_002,27.380739,95.678311,0.05,0.23,0.24,0.39,29.1,67.3,0.6332,35.1,0.7214,13.4,0.6156,26.55,681.6,1.172,4,1,3,1,1
NH15_003,25.626669,90.304132,0.39,0.61,0.86,1.37,24.8,80.4,0.2453,54.0,0.6745,26.1,0.1091,23.81,3149.8,9.053,3,1,7,0,0
NH13_006,26.791936,92.83654,1.0,3.13,7.22,9.48,20.2,76.9,0.3806,34.5,0.5616,18.7,0.3247,0.13,1397.9,1.338,6,0,6,1,1
NH27_003,28.216065,95.627894,2.29,7.13,9.02,12.96,22.3,98.8,0.4719,47.4,0.6398,21.9,0.359,10.4,3057.2,8.866,2,1,4,0,0
NH13_001,24.096634,97.340217,0.11,0.29,0.41,0.81,12.5,57.3,0.1349,55.0,0.4451,27.0,0.2024,4.15,1314.8,3.8,1,2,4,1,0
NH15_004,27.101535,89.789647,0.9,2.9,4.41,7.72,10.3,86.5,0.482,38.4,0.7565,28.6,0.1432,6.27,700.9,0.811,2,0,3,3,0
SH03_001,24.953948,91.739023,6.9,13.78,16.58,23.41,29.3,68.1,0.4709,42.9,0.577,7.8,0.6246,39.25,1748.3,2.661,7,1,4,0,0
NH15_003,25.536608,93.279334,3.98,15.93,22.81,29.9,17.4,87.2,0.0586,60.0,0.8131,15.5,0.5266,12.66,2836.3,0.84,2,2,5,0,0
NH27_001,24.190923,91.416651,0.77,1.64,2.74,4.15,30.6,64.9,0.3015,52.5,0.9862,21.2,0.5049,20.19,911.8,4.264,1,1,6,1,0
NH37_001,24.932045,89.907301,2.06,6.75,9.25,13.65,20.2,43.4,0.5453,42.3,0.7782,29.6,0.1296,2.22,1505.3,1.653,3,0,4,1,0
NH13_007,29.426462,93.854481,6.57,14.8,19.38,33.16,22.8,78.2,0.0689,65.4,0.6097,3.2,1.0,14.58,2669.4,1.025,3,1,2,0,0
NH13_010,29.491875,94.700369,6.18,13.84,13.21,24.37,27.0,86.5,0.5588,34.7,0.7271,12.2,0.8566,2.79,2643.0,7.675,2,0,5,2,0
NH37_001,27.959164,92.903678,5.97,12.05,16.25,25.74,27.7,56.8,0.2642,50.8,0.4133,4.7,0.9642,3.15,1797.0,9.296,3,1,4,0,0
NH13_004,27.365213,92.548061,1.86,4.32,5.73,8.66,18.9,67.3,0.5806,36.9,0.3961,16.8,0.5882,20.39,1646.9,1.743,5,2,2,3,1
NH15_003,28.273538,97.289201,1.31,2.23,4.33,6.47,22.4,58.6,0.3286,38.5,0.933,9.4,0.7678,23.29,788.7,8.397,3,0,1,0,0
NH15_003,28.931048,93.37697,1.37,4.06,6.02,10.82,21.9,87.3,0.6928,35.6,0.2666,8.1,0.7345,31.29,2316.2,0.05,1,0,5,2,0
SH01_001,26.856178,95.845135,0.46,0.78,1.33,2.54,24.3,77.6,0.1391,54.5,0.6484,4.6,0.9153,5.22,632.6,0.428,0,0,5,1,0
NH13_004,24.194062,91.911241,9.85,16.7,21.06,35.06,23.2,94.9,0.8993,28.3,0.4185,8.8,0.7216,17.64,1137.5,7.506,8,1,6,2,0
SH01_001,27.901677,96.09245,0.23,0.41,0.64,0.87,17.6,81.5,0.1134,60.2,0.8535,13.0,0.7869,34.27,223.7,2.457,1,1,1,2,0
NH15_003,29.415314,96.042488,0.41,1.43,2.12,3.65,22.9,47.7,0.4993,38.0,0.9633,1.9,0.9809,4.09,2080.0,1.073,2,3,6,4,0
NH37_005,25.419291,91.761306,1.88,2.6,4.95,7.02,13.2,58.3,0.1252,65.0,0.9046,26.6,0.2626,17.82,2563.7,10.744,1,1,5,1,1
NH37_002,26.549061,94.750083,3.79,6.22,8.24,14.26,22.0,85.8,0.4972,34.5,0.5696,15.3,0.5838,17.38,800.1,4.427,3,0,1,3,0
NH13_009,25.987009,94.951515,4.83,6.14,10.58,18.55,22.7,83.9,0.619,27.8,0.9202,7.0,0.7967,11.89,1391.1,0.367,7,0,8,2,0
SH02_001,26.147571,93.10814,15.62,33.03,33.47,59.42,16.1,84.3,0.4697,37.4,0.4197,18.8,0.3097,8.11,1347.5,3.327,2,0,6,0,0
NH13_007,27.9677,95.658106,2.44,4.53,5.18,8.24,20.3,92.2,0.6024,33.6,0.8131,18.0,0.6127,4.7,2648.2,4.111,0,0,5,2,0
NH13_002,26.081224,92.063017,0.3,1.29,1.57,2.7,18.9,54.8,0.5607,35.6,0.4161,25.6,0.1,4.98,2911.8,1.094,2,2,4,0,0
NH27_003,29.175963,93.428893,1.07,3.44,3.67,6.03,19.0,71.4,0.7476,33.9,0.4448,6.8,0.7896,15.05,3258.1,4.732,2,2,4,1,0
NH37_004,28.343121,97.324168,1.39,2.29,3.18,4.72,26.5,75.8,0.3605,43.4,0.6306,13.3,0.6009,18.4,510.8,4.063,1,0,4,3,0
SH01_002,24.152059,91.075803,3.22,6.84,11.47,15.3,24.8,69.3,0.5882,39.2,0.3948,3.4,0.906,2.22,586.0,4.21,3,1,7,0,0
NH15_004,28.502019,90.837927,0.39,0.8,1.21,1.66,27.8,61.2,0.2566,42.3,0.6937,24.2,0.1,20.88,1792.6,8.783,3,2,4,1,0
NH13_001,28.250716,90.79493,1.0,1.88,3.65,5.78,34.5,62.8,0.502,42.1,0.7095,26.3,0.3426,16.76,1608.2,1.031,5,1,6,2,0
NH13_001,26.840716,97.385441,10.2,26.17,42.32,71.65,28.6,38.5,0.0996,52.5,0.9003,7.6,0.8257,13.89,912.8,4.686,2,0,4,3,0
NH15_003,26.732496,90.931332,2.81,4.44,6.62,9.5,12.8,73.7,0.4442,43.7,0.166,12.8,0.6722,10.4,2888.8,0.728,1,1,3,4,0
NH13_008,28.595398,91.164842,0.29,0.56,1.07,1.69,18.1,44.1,0.3969,42.3,0.5027,13.0,0.5706,0.36,3201.7,0.663,3,0,6,2,0
SH02_001,26.336319,95.049857,0.97,2.49,3.34,4.59,30.1,82.3,0.4084,41.8,0.5042,12.1,0.7372,18.15,232.6,0.332,0,1,3,3,0
NH13_004,24.877043,95.548124,0.05,0.11,0.25,0.32,19.6,88.9,0.2526,50.5,0.1985,12.1,0.4863,15.6,706.9,3.359,4,1,3,1,0
SH01_002,25.720944,93.758372,2.0,2.9,3.99,6.8,19.2,36.1,0.298,51.3,0.4305,20.6,0.5316,5.72,1269.5,0.997,3,2,5,2,0
NH13_007,25.458613,97.266552,11.25,33.05,45.67,74.2,24.0,62.4,0.5209,48.8,0.5947,27.1,0.3984,7.49,3287.2,7.008,2,1,3,1,0
NH13_004,27.745825,89.999598,0.4,0.49,0.71,1.4,20.3,35.5,0.2081,54.2,0.7338,4.2,1.0,6.06,969.0,3.869,2,0,3,0,0
NH13_009,24.983803,94.480321,0.15,0.36,0.61,0.96,32.3,64.9,0.4766,44.8,0.3817,19.2,0.4292,16.38,2322.6,0.215,3,1,3,1,0
NH13_005,27.546248,94.369814,0.86,1.32,1.87,2.96,21.0,71.0,0.8818,28.5,0.3772,14.0,0.7172,10.81,2959.6,2.966,1,2,4,3,0
NH15_003,26.562818,92.173585,4.66,8.91,20.8,26.84,36.5,74.7,0.3401,41.0,0.1463,9.7,0.7964,19.64,2501.0,0.948,4,2,5,2,0
NH13_010,28.618135,96.625692,22.05,28.62,49.97,80.36,18.6,90.7,0.4703,42.3,0.552,3.9,0.5822,8.57,55.9,8.014,2,0,3,0,0
NH37_001,26.667493,93.957189,3.04,4.25,8.69,13.84,18.1,86.2,0.1465,51.3,0.3939,20.3,0.377,28.74,3057.0,2.752,2,0,4,2,0
NH37_002,29.113922,91.59682,0.15,0.55,0.73,1.22,17.0,96.2,0.2714,60.4,0.4647,19.6,0.5607,3.69,1823.7,0.674,2,0,2,1,0
NH13_001,28.95258,90.380361,1.14,3.92,3.8,7.16,17.3,84.1,0.1018,59.1,0.9137,5.5,0.7627,3.86,1059.8,3.161,2,0,3,2,0
NH13_004,25.019082,90.524815,22.82,49.16,61.62,90.49,26.3,39.7,0.6528,27.7,0.8729,30.0,0.1,21.11,2478.7,3.264,1,1,1,1,1
NH13_005,27.773915,96.609435,1.12,1.94,2.69,4.78,13.9,89.1,0.1157,52.2,0.2156,5.3,0.8465,1.93,606.4,12.703,2,1,4,2,0
NH13_006,25.180436,91.627377,1.54,4.55,5.9,8.99,16.0,86.4,0.504,35.4,0.5462,6.6,0.9136,7.66,2012.9,2.844,3,0,5,1,0
NH13_003,28.528174,96.683941,1.44,6.18,7.56,10.35,25.1,58.6,0.2343,52.2,0.7777,19.8,0.5811,5.35,768.5,3.403,3,0,3,2,0
NH13_010,27.496477,90.624908,0.23,0.36,0.61,0.85,9.0,92.8,0.0146,59.0,0.2118,3.2,0.8339,30.82,3036.6,4.532,1,0,2,1,0
NH37_002,25.617647,97.276301,6.71,17.15,15.92,29.88,13.2,44.5,0.4341,42.8,0.6435,21.6,0.3814,7.85,2568.8,2.479,6,1,1,1,0
NH13_010,25.37018,96.116788,5.77,13.03,15.29,24.42,21.7,50.6,0.2637,46.9,0.4642,18.5,0.4966,23.91,3220.8,9.532,2,1,2,2,0
NH13_010,26.362677,90.594961,0.09,0.16,0.34,0.45,24.4,67.5,0.1261,53.5,0.7844,20.4,0.3439,7.19,939.0,0.713,4,1,7,2,0
NH15_005,28.403976,90.362635,0.2,0.5,0.58,1.15,20.0,64.7,0.3628,50.5,0.2927,3.9,0.9399,11.87,582.0,1.311,6,1,5,1,0
